customer_id,age,gender,city_tier,join_date,segment,price_sensitivity_score,loyalty_tier,preferred_channel,discount_affinity_label
CUST01351,31,Other,Tier 2,2023-06-10,Budget,9.45,Silver,In-Store,Addicted
CUST01352,38,Male,Tier 2,2022-07-10,Regular,2.53,Silver,App,Healthy
CUST01353,40,Male,Tier 1,2022-04-19,Regular,6.37,Bronze,App,At-Risk
CUST01354,26,Male,Tier 2,2022-02-28,Budget,8.41,Bronze,App,Addicted
CUST01355,49,Male,Tier 2,2021-02-25,Regular,4.82,Gold,Website,Healthy
CUST01356,33,Female,Tier 1,2021-07-12,Regular,5.0,Bronze,Website,At-Risk
CUST01357,52,Female,Tier 2,2022-06-15,Regular,3.92,Gold,Website,Healthy
CUST01358,38,Female,Tier 3,2022-01-06,Budget,7.77,Bronze,Website,Addicted
CUST01359,39,Male,Tier 3,2022-09-30,Regular,5.86,Silver,In-Store,At-Risk
CUST01360,18,Male,Tier 1,2023-02-14,Budget,7.83,Bronze,Website,Addicted
CUST01361,36,Female,Tier 3,2022-05-26,Budget,9.95,Silver,Website,Addicted
CUST01362,26,Female,Tier 3,2022-10-03,Budget,7.87,Bronze,In-Store,Addicted
CUST01363,18,Male,Tier 2,2022-03-29,Regular,5.49,Silver,In-Store,At-Risk
CUST01364,30,Male,Tier 1,2023-02-18,Budget,7.1,Silver,App,At-Risk
CUST01365,45,Male,Tier 3,2021-02-22,Regular,4.49,Silver,In-Store,Healthy
CUST01366,25,Female,Tier 3,2021-07-28,Budget,8.12,Bronze,App,Addicted
CUST01367,44,Male,Tier 2,2021-10-01,Regular,5.89,Silver,Website,At-Risk
CUST01368,32,Female,Tier 2,2022-07-17,Regular,4.77,Bronze,App,Healthy
CUST01369,18,Female,Tier 2,2021-05-15,Regular,4.25,Silver,App,Healthy
CUST01370,20,Male,Tier 3,2021-10-22,Budget,10.0,Silver,In-Store,Addicted
CUST01371,49,Female,Tier 1,2022-03-25,Regular,6.44,Silver,App,At-Risk
CUST01372,35,Male,Tier 2,2023-06-21,Budget,7.07,Silver,App,At-Risk
CUST01373,45,Female,Tier 3,2022-12-17,Regular,6.61,Silver,Website,At-Risk
CUST01374,27,Female,Tier 2,2022-05-12,Regular,4.48,Silver,App,Healthy
CUST01375,24,Male,Tier 2,2021-05-05,Regular,3.92,Gold,App,Healthy
CUST01376,33,Female,Tier 2,2021-01-30,Regular,4.34,Silver,App,Healthy
CUST01377,18,Female,Tier 1,2022-10-08,Regular,6.48,Silver,Website,At-Risk
CUST01378,18,Female,Tier 1,2022-09-16,Regular,4.27,Bronze,App,Healthy
CUST01379,18,Female,Tier 1,2023-03-30,Regular,4.93,Gold,Website,Healthy
CUST01380,34,Male,Tier 1,2021-09-03,Premium,1.08,Silver,Website,Healthy
CUST01381,46,Male,Tier 2,2022-12-28,Regular,1.78,Silver,App,Healthy
CUST01382,18,Female,Tier 2,2021-06-12,Regular,4.37,Gold,Website,Healthy
CUST01383,36,Female,Tier 2,2021-11-15,Regular,6.16,Bronze,App,At-Risk
CUST01384,40,Female,Tier 1,2022-07-19,Premium,3.36,Silver,Website,Healthy
CUST01385,36,Male,Tier 3,2021-01-15,Regular,5.11,Silver,In-Store,At-Risk
CUST01386,31,Female,Tier 3,2022-07-20,Budget,7.23,Bronze,Website,At-Risk
CUST01387,48,Female,Tier 1,2022-02-22,Regular,4.5,Bronze,App,Healthy
CUST01388,25,Male,Tier 1,2021-04-06,Regular,5.2,Silver,Website,At-Risk
CUST01389,31,Male,Tier 2,2021-08-19,Budget,9.84,Bronze,App,Addicted
CUST01390,18,Male,Tier 2,2023-05-12,Budget,7.39,Bronze,App,At-Risk
CUST01391,47,Male,Tier 1,2021-04-27,Premium,1.93,Gold,Website,Healthy
CUST01392,70,Female,Tier 1,2022-04-18,Premium,3.26,Gold,In-Store,Healthy
CUST01393,26,Female,Tier 1,2021-05-01,Regular,6.43,Gold,Website,At-Risk
CUST01394,21,Female,Tier 3,2022-10-26,Regular,4.98,Bronze,App,Healthy
CUST01395,21,Male,Tier 1,2023-05-03,Regular,4.37,Silver,In-Store,Healthy
CUST01396,30,Female,Tier 1,2021-06-07,Budget,9.76,Silver,App,Addicted
CUST01397,47,Female,Tier 2,2022-05-26,Regular,5.25,Silver,App,At-Risk
CUST01398,19,Male,Tier 2,2023-01-04,Budget,10.0,Silver,Website,Addicted
CUST01399,18,Male,Tier 1,2021-10-26,Regular,6.56,Gold,Website,At-Risk
CUST01400,19,Female,Tier 1,2022-06-06,Regular,6.33,Bronze,Website,At-Risk
CUST01401,52,Male,Tier 1,2022-12-24,Premium,2.11,Gold,Website,Healthy
CUST01402,29,Female,Tier 2,2021-10-07,Budget,7.89,Bronze,App,Addicted
CUST01403,18,Male,Tier 1,2022-03-02,Budget,10.0,Silver,In-Store,Addicted
CUST01404,45,Male,Tier 2,2023-05-05,Regular,6.85,Silver,App,At-Risk
CUST01405,23,Male,Tier 2,2022-05-10,Regular,6.6,Bronze,Website,At-Risk
CUST01406,18,Female,Tier 2,2022-04-29,Budget,10.0,Gold,In-Store,Addicted
CUST01407,40,Female,Tier 1,2021-09-07,Budget,7.59,Bronze,App,Addicted
CUST01408,30,Male,Tier 1,2022-04-13,Budget,9.28,Bronze,Website,Addicted
CUST01409,22,Female,Tier 1,2022-07-19,Premium,2.58,Silver,Website,Healthy
CUST01410,34,Male,Tier 3,2021-05-29,Budget,10.0,Bronze,Website,Addicted
CUST01411,53,Male,Tier 2,2022-01-28,Regular,4.15,Bronze,Website,Healthy
CUST01412,18,Male,Tier 1,2021-07-15,Budget,10.0,Silver,App,Addicted
CUST01413,19,Male,Tier 2,2022-09-06,Regular,5.99,Gold,Website,At-Risk
CUST01414,28,Male,Tier 2,2022-06-05,Budget,8.52,Bronze,App,Addicted
CUST01415,44,Male,Tier 3,2023-02-04,Regular,6.94,Gold,App,At-Risk
CUST01416,28,Male,Tier 2,2023-06-20,Regular,2.68,Bronze,In-Store,Healthy
CUST01417,43,Female,Tier 2,2021-05-20,Regular,6.64,Silver,Website,At-Risk
CUST01418,44,Female,Tier 3,2023-06-04,Budget,9.09,Bronze,App,Addicted
CUST01419,34,Female,Tier 2,2021-03-13,Budget,8.46,Bronze,Website,Addicted
CUST01420,24,Male,Tier 1,2021-10-10,Budget,7.54,Bronze,Website,Addicted
CUST01421,21,Male,Tier 1,2023-03-03,Budget,10.0,Bronze,App,Addicted
CUST01422,38,Male,Tier 2,2023-03-20,Regular,6.49,Silver,In-Store,At-Risk
CUST01423,18,Female,Tier 2,2023-05-25,Regular,5.51,Bronze,App,At-Risk
CUST01424,23,Male,Tier 3,2022-03-01,Budget,10.0,Bronze,Website,Addicted
CUST01425,44,Male,Tier 1,2021-12-15,Regular,6.08,Silver,Website,At-Risk
CUST01426,28,Male,Tier 3,2023-03-18,Budget,8.98,Bronze,Website,Addicted
CUST01427,31,Female,Tier 2,2022-06-04,Regular,6.95,Silver,Website,At-Risk
CUST01428,34,Male,Tier 1,2021-10-01,Premium,2.05,Silver,App,Healthy
CUST01429,54,Male,Tier 2,2023-04-21,Budget,7.48,Bronze,Website,At-Risk
CUST01430,18,Male,Tier 2,2021-01-03,Budget,7.74,Bronze,Website,Addicted
CUST01431,41,Male,Tier 3,2021-10-17,Budget,7.79,Silver,App,Addicted
CUST01432,33,Male,Tier 2,2023-01-14,Regular,3.66,Silver,In-Store,Healthy
CUST01433,35,Male,Tier 2,2021-11-02,Regular,4.92,Silver,App,Healthy
CUST01434,45,Male,Tier 2,2023-05-08,Regular,5.48,Silver,App,At-Risk
CUST01435,32,Female,Tier 1,2022-08-25,Budget,8.32,Gold,App,Addicted
CUST01436,33,Female,Tier 3,2022-08-17,Regular,6.86,Silver,App,At-Risk
CUST01437,23,Female,Tier 3,2022-11-07,Budget,7.33,Silver,App,At-Risk
CUST01438,36,Male,Tier 3,2022-05-17,Regular,6.59,Bronze,Website,At-Risk
CUST01439,24,Male,Tier 1,2023-06-06,Regular,4.85,Bronze,Website,Healthy
CUST01440,43,Female,Tier 1,2021-06-02,Regular,4.58,Silver,Website,Healthy
CUST01441,37,Female,Tier 1,2022-04-03,Premium,3.84,Silver,In-Store,Healthy
CUST01442,50,Female,Tier 1,2022-07-06,Premium,2.98,Gold,In-Store,Healthy
CUST01443,28,Female,Tier 2,2022-05-11,Regular,6.18,Silver,App,At-Risk
CUST01444,51,Male,Tier 1,2021-12-20,Budget,8.98,Bronze,Website,Addicted
CUST01445,51,Male,Tier 3,2021-12-07,Budget,9.37,Bronze,App,Addicted
CUST01446,26,Male,Tier 2,2022-07-20,Regular,4.98,Bronze,App,Healthy
CUST01447,38,Male,Tier 1,2023-02-21,Regular,6.51,Silver,Website,At-Risk
CUST01448,34,Male,Tier 2,2022-07-11,Regular,5.62,Bronze,App,At-Risk
CUST01449,32,Female,Tier 2,2022-01-22,Budget,8.13,Silver,App,Addicted
CUST01450,42,Male,Tier 1,2022-04-12,Premium,2.3,Silver,Website,Healthy
CUST01451,35,Male,Tier 2,2021-11-26,Regular,5.15,Silver,Website,At-Risk
CUST01452,43,Female,Tier 3,2023-06-10,Budget,10.0,Bronze,Website,Addicted
CUST01453,43,Female,Tier 2,2021-07-13,Budget,9.66,Bronze,Website,Addicted
CUST01454,38,Female,Tier 3,2022-12-16,Regular,4.7,Bronze,App,Healthy
CUST01455,38,Female,Tier 2,2021-09-02,Regular,3.91,Silver,App,Healthy
CUST01456,52,Female,Tier 1,2022-08-09,Budget,9.65,Bronze,App,Addicted
CUST01457,21,Female,Tier 2,2022-01-28,Regular,6.9,Silver,App,At-Risk
CUST01458,18,Female,Tier 2,2021-08-28,Regular,3.52,Gold,Website,Healthy
CUST01459,22,Male,Tier 3,2023-05-27,Budget,9.24,Bronze,In-Store,Addicted
CUST01460,55,Male,Tier 3,2023-03-06,Budget,10.0,Silver,App,Addicted
CUST01461,43,Male,Tier 1,2022-02-25,Premium,1.68,Gold,App,Healthy
CUST01462,29,Male,Tier 3,2021-02-14,Budget,8.57,Gold,App,Addicted
CUST01463,39,Male,Tier 2,2021-11-22,Budget,7.49,Bronze,In-Store,At-Risk
CUST01464,26,Female,Tier 3,2023-02-02,Budget,10.0,Gold,Website,Addicted
CUST01465,43,Male,Tier 3,2022-04-30,Regular,6.49,Silver,In-Store,At-Risk
CUST01466,56,Female,Tier 1,2022-12-24,Regular,5.51,Silver,Website,At-Risk
CUST01467,33,Female,Tier 1,2023-04-11,Premium,3.96,Silver,Website,Healthy
CUST01468,27,Female,Tier 1,2022-01-26,Premium,2.84,Silver,App,Healthy
CUST01469,45,Male,Tier 2,2022-01-31,Budget,7.63,Bronze,In-Store,Addicted
CUST01470,32,Male,Tier 2,2022-11-11,Budget,7.61,Bronze,App,Addicted
CUST01471,58,Female,Tier 2,2023-03-23,Budget,7.26,Bronze,Website,At-Risk
CUST01472,34,Male,Tier 3,2023-04-21,Regular,6.9,Silver,App,At-Risk
CUST01473,36,Male,Tier 1,2022-10-30,Premium,3.74,Silver,App,Healthy
CUST01474,29,Male,Tier 1,2021-06-05,Budget,8.97,Silver,Website,Addicted
CUST01475,47,Male,Tier 3,2022-05-23,Regular,2.9,Silver,App,Healthy
CUST01476,52,Female,Tier 1,2021-02-07,Premium,3.79,Silver,App,Healthy
CUST01477,23,Male,Tier 1,2021-05-10,Regular,6.87,Gold,App,At-Risk
CUST01478,49,Female,Tier 3,2022-05-30,Budget,8.99,Silver,Website,Addicted
CUST01479,49,Female,Tier 2,2022-08-28,Regular,2.99,Silver,Website,Healthy
CUST01480,39,Female,Tier 2,2021-12-06,Budget,9.54,Bronze,Website,Addicted
CUST01481,34,Male,Tier 3,2023-06-10,Budget,7.05,Bronze,App,At-Risk
CUST01482,18,Male,Tier 2,2021-04-13,Regular,3.48,Silver,App,Healthy
CUST01483,24,Male,Tier 2,2023-06-15,Regular,2.9,Bronze,Website,Healthy
CUST01484,52,Female,Tier 2,2023-05-16,Regular,2.89,Bronze,App,Healthy
CUST01485,25,Female,Tier 2,2022-03-27,Budget,9.29,Bronze,App,Addicted
CUST01486,42,Female,Tier 2,2021-04-13,Regular,4.48,Silver,In-Store,Healthy
CUST01487,30,Female,Tier 2,2022-06-23,Regular,5.87,Bronze,App,At-Risk
CUST01488,18,Female,Tier 3,2022-04-13,Budget,10.0,Bronze,In-Store,Addicted
CUST01489,31,Female,Tier 3,2021-01-16,Regular,4.31,Gold,Website,Healthy
CUST01490,25,Female,Tier 1,2023-01-10,Budget,9.69,Bronze,Website,Addicted
CUST01491,19,Female,Tier 1,2021-05-28,Regular,6.55,Silver,Website,At-Risk
CUST01492,30,Male,Tier 2,2022-02-24,Budget,8.03,Silver,In-Store,Addicted
CUST01493,33,Male,Tier 2,2023-06-11,Regular,4.69,Bronze,App,Healthy
CUST01494,32,Female,Tier 2,2022-11-02,Regular,6.2,Silver,In-Store,At-Risk
CUST01495,32,Other,Tier 2,2021-06-08,Regular,5.94,Bronze,App,At-Risk
CUST01496,39,Male,Tier 2,2021-03-18,Regular,4.4,Gold,Website,Healthy
CUST01497,29,Male,Tier 2,2022-04-26,Regular,4.65,Silver,App,Healthy
CUST01498,34,Male,Tier 2,2023-03-12,Regular,3.09,Silver,Website,Healthy
CUST01499,40,Male,Tier 3,2021-09-29,Regular,3.49,Silver,Website,Healthy
CUST01500,23,Female,Tier 1,2021-12-13,Regular,6.75,Silver,Website,At-Risk
CUST01501,18,Female,Tier 3,2022-10-01,Budget,10.0,Silver,App,Addicted
CUST01502,53,Female,Tier 3,2022-12-11,Budget,9.91,Silver,App,Addicted
CUST01503,22,Female,Tier 2,2022-02-12,Regular,4.07,Gold,App,Healthy
CUST01504,22,Male,Tier 1,2022-10-28,Regular,4.14,Silver,App,Healthy
CUST01505,20,Male,Tier 2,2021-03-24,Budget,7.64,Silver,In-Store,Addicted
CUST01506,21,Female,Tier 1,2023-05-23,Regular,5.42,Bronze,App,At-Risk
CUST01507,33,Female,Tier 3,2021-12-03,Budget,10.0,Bronze,Website,Addicted
CUST01508,55,Female,Tier 2,2023-05-23,Regular,5.19,Silver,App,At-Risk
CUST01509,28,Female,Tier 1,2022-11-22,Regular,4.62,Silver,In-Store,Healthy
CUST01510,31,Male,Tier 2,2023-05-30,Regular,1.05,Gold,App,Healthy
CUST01511,27,Male,Tier 2,2022-07-01,Regular,3.61,Silver,Website,Healthy
CUST01512,35,Female,Tier 2,2022-01-25,Budget,9.6,Silver,Website,Addicted
CUST01513,44,Female,Tier 2,2021-11-21,Regular,5.17,Gold,App,At-Risk
CUST01514,36,Male,Tier 1,2022-10-04,Regular,5.9,Silver,Website,At-Risk
CUST01515,20,Male,Tier 2,2023-01-06,Budget,8.48,Bronze,App,Addicted
CUST01516,40,Male,Tier 2,2023-06-28,Budget,9.45,Bronze,Website,Addicted
CUST01517,47,Female,Tier 2,2023-02-17,Regular,4.97,Silver,App,Healthy
CUST01518,30,Male,Tier 2,2022-05-15,Regular,2.68,Silver,Website,Healthy
CUST01519,26,Female,Tier 1,2023-06-13,Premium,2.3,Gold,App,Healthy
CUST01520,31,Female,Tier 3,2022-07-09,Budget,9.1,Bronze,Website,Addicted
CUST01521,35,Male,Tier 2,2021-02-06,Regular,6.28,Bronze,Website,At-Risk
CUST01522,23,Female,Tier 2,2022-09-25,Regular,5.41,Silver,In-Store,At-Risk
CUST01523,50,Male,Tier 2,2021-03-12,Regular,1.92,Gold,App,Healthy
CUST01524,34,Male,Tier 2,2021-08-29,Budget,7.46,Bronze,App,At-Risk
CUST01525,39,Female,Tier 1,2022-10-09,Premium,2.21,Bronze,App,Healthy
CUST01526,18,Female,Tier 2,2022-12-02,Regular,5.2,Bronze,App,At-Risk
CUST01527,27,Male,Tier 1,2021-10-22,Regular,5.38,Silver,App,At-Risk
CUST01528,52,Male,Tier 2,2021-08-21,Regular,1.17,Bronze,App,Healthy
CUST01529,49,Female,Tier 3,2023-02-04,Regular,6.94,Silver,Website,At-Risk
CUST01530,43,Other,Tier 1,2021-04-03,Budget,9.13,Silver,In-Store,Addicted
CUST01531,39,Male,Tier 2,2022-03-21,Regular,2.71,Silver,App,Healthy
CUST01532,37,Female,Tier 2,2021-04-11,Regular,4.48,Silver,In-Store,Healthy
CUST01533,33,Female,Tier 1,2023-02-18,Budget,7.26,Silver,App,At-Risk
CUST01534,28,Male,Tier 1,2022-10-11,Budget,10.0,Gold,App,Addicted
CUST01535,37,Female,Tier 2,2022-12-22,Regular,2.19,Silver,Website,Healthy
CUST01536,18,Male,Tier 2,2023-06-13,Budget,7.31,Silver,App,At-Risk
CUST01537,25,Male,Tier 2,2021-04-13,Budget,7.06,Bronze,Website,At-Risk
CUST01538,26,Male,Tier 3,2022-03-31,Budget,8.54,Silver,App,Addicted
CUST01539,47,Female,Tier 1,2021-06-20,Premium,2.97,Silver,Website,Healthy
CUST01540,24,Male,Tier 2,2022-12-12,Regular,5.49,Gold,Website,At-Risk
CUST01541,18,Female,Tier 2,2021-11-03,Regular,2.22,Silver,Website,Healthy
CUST01542,36,Male,Tier 2,2021-01-30,Regular,3.57,Silver,Website,Healthy
CUST01543,34,Female,Tier 2,2021-02-17,Budget,8.62,Bronze,App,Addicted
CUST01544,40,Female,Tier 2,2021-11-29,Regular,5.79,Bronze,App,At-Risk
CUST01545,45,Male,Tier 2,2023-03-27,Regular,2.55,Gold,App,Healthy
CUST01546,42,Male,Tier 2,2021-02-27,Regular,2.69,Bronze,App,Healthy
CUST01547,32,Female,Tier 1,2021-10-28,Premium,3.45,Gold,Website,Healthy
CUST01548,18,Male,Tier 2,2022-01-03,Budget,8.43,Bronze,In-Store,Addicted
CUST01549,29,Female,Tier 1,2022-01-19,Premium,3.13,Gold,Website,Healthy
CUST01550,41,Female,Tier 3,2022-03-18,Budget,9.22,Bronze,App,Addicted
CUST01551,47,Female,Tier 1,2021-05-30,Premium,1.3,Bronze,App,Healthy
CUST01552,18,Male,Tier 2,2021-09-08,Budget,9.13,Silver,In-Store,Addicted
CUST01553,25,Male,Tier 2,2022-06-28,Budget,8.92,Silver,App,Addicted
CUST01554,31,Female,Tier 3,2022-02-26,Regular,4.28,Silver,App,Healthy
CUST01555,32,Male,Tier 2,2022-08-03,Budget,7.85,Bronze,Website,Addicted
CUST01556,38,Female,Tier 2,2022-11-30,Regular,2.58,Silver,Website,Healthy
CUST01557,36,Male,Tier 2,2023-03-23,Regular,6.54,Silver,Website,At-Risk
CUST01558,35,Male,Tier 3,2021-07-04,Budget,7.38,Bronze,App,At-Risk
CUST01559,30,Male,Tier 1,2021-06-24,Regular,5.66,Gold,Website,At-Risk
CUST01560,35,Male,Tier 2,2021-06-29,Budget,9.33,Bronze,In-Store,Addicted
CUST01561,27,Female,Tier 1,2021-03-22,Budget,8.08,Bronze,Website,Addicted
CUST01562,42,Male,Tier 2,2022-09-17,Budget,9.88,Bronze,Website,Addicted
CUST01563,44,Male,Tier 3,2023-06-11,Budget,8.77,Bronze,App,Addicted
CUST01564,26,Female,Tier 2,2022-01-27,Budget,7.73,Bronze,App,Addicted
CUST01565,52,Female,Tier 2,2022-09-27,Regular,5.83,Bronze,App,At-Risk
CUST01566,34,Male,Tier 3,2022-12-01,Regular,3.96,Bronze,App,Healthy
CUST01567,31,Other,Tier 2,2021-09-04,Budget,8.3,Bronze,App,Addicted
CUST01568,40,Female,Tier 2,2022-05-25,Regular,2.04,Silver,App,Healthy
CUST01569,36,Female,Tier 2,2022-08-21,Budget,9.76,Silver,In-Store,Addicted
CUST01570,66,Male,Tier 2,2021-05-27,Regular,1.71,Silver,App,Healthy
CUST01571,35,Male,Tier 3,2021-08-26,Budget,9.75,Bronze,App,Addicted
CUST01572,49,Male,Tier 1,2022-04-18,Budget,9.2,Silver,Website,Addicted
CUST01573,24,Male,Tier 2,2022-10-16,Regular,2.8,Gold,Website,Healthy
CUST01574,26,Male,Tier 2,2021-09-18,Regular,5.81,Silver,In-Store,At-Risk
CUST01575,36,Male,Tier 3,2022-04-16,Budget,9.73,Silver,Website,Addicted
CUST01576,30,Female,Tier 1,2021-09-19,Budget,8.31,Bronze,App,Addicted
CUST01577,46,Male,Tier 3,2022-11-14,Regular,2.87,Gold,App,Healthy
CUST01578,48,Female,Tier 2,2021-01-10,Budget,9.26,Bronze,App,Addicted
CUST01579,42,Female,Tier 1,2023-04-04,Regular,6.46,Silver,App,At-Risk
CUST01580,31,Male,Tier 1,2022-04-22,Premium,1.27,Gold,In-Store,Healthy
CUST01581,54,Other,Tier 2,2021-10-22,Regular,1.83,Silver,Website,Healthy
CUST01582,52,Male,Tier 3,2022-11-25,Budget,9.91,Silver,App,Addicted
CUST01583,27,Female,Tier 2,2022-07-14,Budget,8.09,Bronze,In-Store,Addicted
CUST01584,31,Male,Tier 1,2021-06-11,Premium,1.11,Silver,App,Healthy
CUST01585,20,Female,Tier 2,2021-03-17,Regular,5.96,Silver,App,At-Risk
CUST01586,24,Female,Tier 1,2022-03-29,Premium,3.5,Gold,Website,Healthy
CUST01587,21,Female,Tier 2,2021-12-20,Budget,7.14,Bronze,Website,At-Risk
CUST01588,43,Female,Tier 2,2022-08-25,Budget,7.44,Silver,App,At-Risk
CUST01589,19,Female,Tier 2,2021-11-03,Budget,9.47,Bronze,App,Addicted
CUST01590,32,Female,Tier 2,2022-10-17,Regular,3.81,Bronze,Website,Healthy
CUST01591,20,Male,Tier 1,2022-03-11,Budget,9.34,Bronze,Website,Addicted
CUST01592,22,Female,Tier 3,2022-12-08,Regular,4.62,Bronze,In-Store,Healthy
CUST01593,18,Female,Tier 2,2021-09-14,Regular,5.0,Gold,Website,At-Risk
CUST01594,29,Female,Tier 3,2022-04-13,Regular,3.79,Silver,Website,Healthy
CUST01595,39,Male,Tier 3,2023-05-16,Regular,5.49,Silver,App,At-Risk
CUST01596,41,Male,Tier 1,2021-11-06,Premium,1.91,Gold,App,Healthy
CUST01597,26,Female,Tier 3,2021-07-23,Budget,10.0,Bronze,App,Addicted
CUST01598,40,Female,Tier 3,2022-01-29,Budget,10.0,Bronze,App,Addicted
CUST01599,31,Male,Tier 2,2023-05-24,Regular,1.9,Bronze,App,Healthy
CUST01600,42,Male,Tier 2,2022-05-10,Budget,7.88,Bronze,App,Addicted
CUST01601,32,Male,Tier 3,2021-04-20,Regular,6.19,Silver,App,At-Risk
CUST01602,51,Male,Tier 3,2021-08-31,Budget,7.24,Silver,App,At-Risk
CUST01603,18,Female,Tier 1,2022-01-26,Budget,7.88,Bronze,Website,Addicted
CUST01604,40,Female,Tier 3,2022-08-09,Budget,10.0,Bronze,App,Addicted
CUST01605,31,Female,Tier 1,2022-01-03,Budget,9.81,Bronze,Website,Addicted
CUST01606,18,Female,Tier 2,2022-08-12,Regular,2.29,Silver,App,Healthy
CUST01607,25,Female,Tier 1,2021-10-30,Premium,3.45,Gold,Website,Healthy
CUST01608,43,Male,Tier 2,2022-12-18,Regular,6.3,Bronze,App,At-Risk
CUST01609,35,Male,Tier 3,2021-10-30,Regular,5.54,Bronze,App,At-Risk
CUST01610,38,Male,Tier 2,2021-01-23,Regular,3.88,Gold,App,Healthy
CUST01611,34,Female,Tier 1,2023-04-30,Premium,2.55,Gold,App,Healthy
CUST01612,57,Female,Tier 3,2022-11-06,Regular,2.68,Silver,Website,Healthy
CUST01613,49,Male,Tier 2,2022-02-10,Budget,7.14,Bronze,Website,At-Risk
CUST01614,34,Male,Tier 2,2021-10-09,Regular,1.36,Gold,Website,Healthy
CUST01615,54,Male,Tier 1,2021-01-09,Regular,5.22,Bronze,Website,At-Risk
CUST01616,59,Female,Tier 3,2022-08-03,Budget,9.56,Bronze,App,Addicted
CUST01617,31,Male,Tier 1,2023-06-05,Premium,1.48,Silver,App,Healthy
CUST01618,40,Female,Tier 1,2022-12-04,Budget,9.11,Bronze,Website,Addicted
CUST01619,18,Male,Tier 3,2023-03-08,Regular,4.63,Silver,Website,Healthy
CUST01620,28,Female,Tier 2,2023-02-02,Regular,6.67,Gold,App,At-Risk
CUST01621,30,Male,Tier 2,2021-02-20,Budget,7.55,Bronze,App,Addicted
CUST01622,53,Female,Tier 2,2022-09-13,Regular,6.76,Silver,In-Store,At-Risk
CUST01623,32,Female,Tier 2,2023-02-03,Regular,3.71,Gold,App,Healthy
CUST01624,32,Male,Tier 3,2022-05-24,Budget,8.96,Bronze,App,Addicted
CUST01625,19,Male,Tier 2,2023-05-03,Regular,4.89,Gold,Website,Healthy
CUST01626,36,Other,Tier 1,2021-10-21,Premium,1.26,Silver,App,Healthy
CUST01627,37,Male,Tier 3,2023-03-06,Budget,9.56,Bronze,Website,Addicted
CUST01628,23,Other,Tier 1,2023-03-30,Budget,8.11,Bronze,App,Addicted
CUST01629,35,Male,Tier 2,2021-08-24,Budget,8.11,Silver,Website,Addicted
CUST01630,30,Female,Tier 2,2022-09-14,Budget,8.74,Bronze,Website,Addicted
CUST01631,26,Male,Tier 3,2023-04-02,Regular,5.97,Silver,Website,At-Risk
CUST01632,48,Male,Tier 2,2021-12-27,Regular,3.4,Bronze,Website,Healthy
CUST01633,22,Male,Tier 1,2021-08-13,Regular,5.63,Bronze,Website,At-Risk
CUST01634,45,Female,Tier 2,2022-10-14,Budget,8.86,Silver,Website,Addicted
CUST01635,40,Male,Tier 3,2021-07-14,Regular,2.88,Silver,App,Healthy
CUST01636,36,Other,Tier 2,2022-09-28,Regular,4.46,Silver,App,Healthy
CUST01637,34,Male,Tier 2,2021-09-14,Budget,8.47,Bronze,App,Addicted
CUST01638,44,Male,Tier 2,2022-11-26,Budget,9.33,Bronze,App,Addicted
CUST01639,24,Male,Tier 2,2023-02-13,Regular,3.29,Silver,App,Healthy
CUST01640,33,Female,Tier 2,2023-01-09,Regular,5.36,Bronze,App,At-Risk
CUST01641,45,Male,Tier 3,2023-02-25,Regular,4.62,Bronze,In-Store,Healthy
CUST01642,23,Female,Tier 1,2022-11-07,Budget,10.0,Silver,Website,Addicted
CUST01643,18,Male,Tier 2,2022-11-29,Regular,3.72,Silver,In-Store,Healthy
CUST01644,33,Male,Tier 1,2023-05-09,Premium,2.8,Gold,App,Healthy
CUST01645,48,Female,Tier 2,2021-05-21,Regular,6.22,Gold,App,At-Risk
CUST01646,34,Male,Tier 3,2022-10-06,Regular,4.75,Silver,In-Store,Healthy
CUST01647,37,Male,Tier 1,2021-04-10,Budget,7.34,Bronze,Website,At-Risk
CUST01648,22,Female,Tier 3,2022-10-05,Budget,8.19,Bronze,Website,Addicted
CUST01649,25,Female,Tier 3,2022-10-24,Regular,6.89,Gold,In-Store,At-Risk
CUST01650,33,Male,Tier 3,2021-02-10,Budget,10.0,Bronze,App,Addicted
CUST01651,29,Female,Tier 2,2021-11-13,Budget,7.46,Bronze,Website,At-Risk
CUST01652,48,Male,Tier 2,2023-03-19,Budget,9.98,Bronze,Website,Addicted
CUST01653,41,Female,Tier 3,2022-03-28,Budget,8.87,Silver,In-Store,Addicted
CUST01654,42,Female,Tier 1,2021-02-04,Premium,2.17,Bronze,In-Store,Healthy
CUST01655,36,Female,Tier 2,2022-08-17,Regular,5.91,Gold,Website,At-Risk
CUST01656,46,Male,Tier 2,2022-01-09,Regular,5.52,Silver,App,At-Risk
CUST01657,30,Female,Tier 3,2023-01-20,Regular,3.88,Silver,Website,Healthy
CUST01658,29,Male,Tier 1,2021-05-15,Budget,9.14,Bronze,App,Addicted
CUST01659,28,Male,Tier 2,2021-04-03,Budget,7.03,Silver,Website,At-Risk
CUST01660,37,Male,Tier 2,2021-10-30,Budget,8.03,Bronze,Website,Addicted
CUST01661,29,Female,Tier 3,2021-12-01,Regular,6.77,Silver,Website,At-Risk
CUST01662,61,Female,Tier 2,2023-02-05,Budget,7.24,Bronze,In-Store,At-Risk
CUST01663,45,Other,Tier 2,2022-03-02,Budget,7.09,Bronze,Website,At-Risk
